16. 7. 1.,766
16. 7. 2.,377
16. 7. 3.,427
16. 7. 4.,902
16. 7. 5.,850
16. 7. 6.,876
16. 7. 7.,868
16. 7. 8.,785
16. 7. 9.,417
16. 7. 10.,550
16. 7. 11.,818
16. 7. 12.,981
16. 7. 13.,877
16. 7. 14.,833
16. 7. 15.,737
16. 7. 16.,393
16. 7. 17.,489
16. 7. 18.,817
16. 7. 19.,989
16. 7. 20.,908
16. 7. 21.,835
16. 7. 22.,782
16. 7. 23.,408
16. 7. 24.,429
16. 7. 25.,808
16. 7. 26.,808
16. 7. 27.,765
16. 7. 28.,742
16. 7. 29.,742
16. 7. 30.,344
16. 7. 31.,408
16. 8. 1.,823
16. 8. 2.,781
16. 8. 3.,745
16. 8. 4.,719
16. 8. 5.,629
16. 8. 6.,386
16. 8. 7.,382
16. 8. 8.,795
16. 8. 9.,799
16. 8. 10.,850
16. 8. 11.,717
16. 8. 12.,595
16. 8. 13.,335
16. 8. 14.,346
16. 8. 15.,433
16. 8. 16.,759
16. 8. 17.,829
16. 8. 18.,716
16. 8. 19.,659
16. 8. 20.,375
16. 8. 21.,386
16. 8. 22.,727
16. 8. 23.,812
16. 8. 24.,723
16. 8. 25.,736
16. 8. 26.,613
16. 8. 27.,337
16. 8. 28.,391
16. 8. 29.,704
16. 8. 30.,757
16. 8. 31.,788
16. 9. 1.,823
16. 9. 2.,721
16. 9. 3.,401
16. 9. 4.,463
16. 9. 5.,948
16. 9. 6.,993
16. 9. 7.,"1,034"
16. 9. 8.,877
16. 9. 9.,808
16. 9. 10.,508
16. 9. 11.,669
16. 9. 12.,899
16. 9. 13.,732
16. 9. 14.,352
16. 9. 15.,312
16. 9. 16.,369
16. 9. 17.,522
16. 9. 18.,655
16. 9. 19.,"1,170"
16. 9. 20.,"1,207"
16. 9. 21.,"1,178"
16. 9. 22.,"1,126"
16. 9. 23.,929
16. 9. 24.,623
16. 9. 25.,799
16. 9. 26.,"1,307"
16. 9. 27.,"1,331"
16. 9. 28.,"1,455"
16. 9. 29.,"1,342"
16. 9. 30.,"1,090"
16. 10. 1.,749
16. 10. 2.,797
16. 10. 3.,"1,117"
16. 10. 4.,"1,665"
16. 10. 5.,"1,579"
16. 10. 6.,"1,461"
16. 10. 7.,"1,188"
16. 10. 8.,849
16. 10. 9.,"1,364"
16. 10. 10.,"1,648"
16. 10. 11.,"1,637"
16. 10. 12.,"1,601"
16. 10. 13.,"1,499"
16. 10. 14.,"1,159"
16. 10. 15.,902
16. 10. 16.,"1,066"
16. 10. 17.,"1,594"
16. 10. 18.,"1,568"
16. 10. 19.,"1,453"
16. 10. 20.,"1,433"
16. 10. 21.,"1,265"
16. 10. 22.,772
16. 10. 23.,932
16. 10. 24.,"1,439"
16. 10. 25.,"1,448"
16. 10. 26.,"1,367"
16. 10. 27.,"1,313"
16. 10. 28.,895
16. 10. 29.,680
16. 10. 30.,872
16. 10. 31.,"1,464"
16. 11. 1.,"1,476"
16. 11. 2.,"1,520"
16. 11. 3.,"1,464"
16. 11. 4.,"1,239"
16. 11. 5.,734
16. 11. 6.,993
16. 11. 7.,"1,673"
16. 11. 8.,"1,736"
16. 11. 9.,"1,562"
16. 11. 10.,"1,440"
16. 11. 11.,"1,228"
16. 11. 12.,710
16. 11. 13.,950
16. 11. 14.,"1,618"
16. 11. 15.,"1,673"
16. 11. 16.,"1,615"
16. 11. 17.,"1,563"
16. 11. 18.,"1,318"
16. 11. 19.,789
16. 11. 20.,"1,069"
16. 11. 21.,"1,741"
16. 11. 22.,"1,745"
16. 11. 23.,"1,774"
16. 11. 24.,"1,596"
16. 11. 25.,"1,343"
16. 11. 26.,861
16. 11. 27.,"1,102"
16. 11. 28.,"1,728"
16. 11. 29.,"1,861"
16. 11. 30.,"2,107"
16. 12. 1.,"2,022"
16. 12. 2.,"1,748"
16. 12. 3.,"1,233"
16. 12. 4.,"1,264"
16. 12. 5.,"1,750"
16. 12. 6.,"1,941"
16. 12. 7.,"1,580"
16. 12. 8.,"1,653"
16. 12. 9.,"1,476"
16. 12. 10.,"1,054"
16. 12. 11.,"1,088"
16. 12. 12.,"1,618"
16. 12. 13.,"1,753"
16. 12. 14.,"1,697"
16. 12. 15.,"1,634"
16. 12. 16.,"1,389"
16. 12. 17.,956
16. 12. 18.,876
16. 12. 19.,"1,410"
16. 12. 20.,"1,316"
16. 12. 21.,"1,202"
16. 12. 22.,"1,026"
16. 12. 23.,855
16. 12. 24.,386
16. 12. 25.,379
16. 12. 26.,953
16. 12. 27.,979
16. 12. 28.,"1,027"
16. 12. 29.,933
16. 12. 30.,688
16. 12. 31.,380
17. 1. 1.,378
17. 1. 2.,"1,013"
17. 1. 3.,"1,066"
17. 1. 4.,"1,149"
17. 1. 5.,"1,200"
17. 1. 6.,"1,071"
17. 1. 7.,491
17. 1. 8.,655
17. 1. 9.,"1,238"
17. 1. 10.,"1,208"
17. 1. 11.,"1,135"
17. 1. 12.,"1,152"
17. 1. 13.,"1,011"
17. 1. 14.,547
17. 1. 15.,513
17. 1. 16.,"1,171"
17. 1. 17.,"1,180"
17. 1. 18.,"1,114"
17. 1. 19.,"1,068"
17. 1. 20.,"1,050"
17. 1. 21.,498
17. 1. 22.,506
17. 1. 23.,"1,148"
17. 1. 24.,"1,088"
17. 1. 25.,"1,025"
17. 1. 26.,789
17. 1. 27.,405
17. 1. 28.,316
17. 1. 29.,354
17. 1. 30.,530
17. 1. 31.,"1,083"
17. 2. 1.,"1,060"
17. 2. 2.,"1,076"
17. 2. 3.,"1,003"
17. 2. 4.,555
17. 2. 5.,588
17. 2. 6.,"1,170"
17. 2. 7.,"1,173"
17. 2. 8.,"1,177"
17. 2. 9.,"1,159"
17. 2. 10.,994
17. 2. 11.,617
17. 2. 12.,587
17. 2. 13.,"1,139"
17. 2. 14.,"1,250"
17. 2. 15.,"1,192"
17. 2. 16.,"1,101"
17. 2. 17.,987
17. 2. 18.,614
17. 2. 19.,645
17. 2. 20.,"1,254"
17. 2. 21.,"1,227"
17. 2. 22.,"1,217"
17. 2. 23.,"1,139"
17. 2. 24.,"1,002"
17. 2. 25.,613
17. 2. 26.,619
17. 2. 27.,"1,213"
17. 2. 28.,"1,146"
17. 3. 1.,677
17. 3. 2.,"1,190"
17. 3. 3.,"1,082"
17. 3. 4.,628
17. 3. 5.,723
17. 3. 6.,"1,343"
17. 3. 7.,"1,563"
17. 3. 8.,"2,243"
17. 3. 9.,"1,972"
17. 3. 10.,"1,398"
17. 3. 11.,883
17. 3. 12.,"1,036"
17. 3. 13.,"1,883"
17. 3. 14.,"1,804"
17. 3. 15.,"1,966"
17. 3. 16.,"1,958"
17. 3. 17.,"1,660"
17. 3. 18.,984
17. 3. 19.,"1,635"
17. 3. 20.,"2,372"
17. 3. 21.,"2,182"
17. 3. 22.,"2,147"
17. 3. 23.,"2,045"
17. 3. 24.,"1,626"
17. 3. 25.,"1,136"
17. 3. 26.,"1,375"
17. 3. 27.,"2,338"
17. 3. 28.,"2,352"
17. 3. 29.,"2,218"
17. 3. 30.,"1,958"
17. 3. 31.,"1,669"
17. 4. 1.,"1,088"
17. 4. 2.,"1,420"
17. 4. 3.,"2,281"
17. 4. 4.,"2,317"
17. 4. 5.,"2,290"
17. 4. 6.,"2,156"
17. 4. 7.,"2,172"
17. 4. 8.,"1,191"
17. 4. 9.,"1,565"
17. 4. 10.,"2,336"
17. 4. 11.,"2,374"
17. 4. 12.,"2,210"
17. 4. 13.,"2,019"
17. 4. 14.,"1,892"
17. 4. 15.,"1,286"
17. 4. 16.,"1,332"
17. 4. 17.,"2,187"
17. 4. 18.,"2,266"
17. 4. 19.,"2,060"
17. 4. 20.,"2,065"
17. 4. 21.,"1,600"
17. 4. 22.,"1,060"
17. 4. 23.,"1,241"
17. 4. 24.,"1,941"
17. 4. 25.,"1,898"
17. 4. 26.,"1,873"
17. 4. 27.,"1,736"
17. 4. 28.,"1,450"
17. 4. 29.,816
17. 4. 30.,"1,050"
17. 5. 1.,"1,518"
17. 5. 2.,"1,420"
17. 5. 3.,"1,047"
17. 5. 4.,"1,282"
17. 5. 5.,836
17. 5. 6.,861
17. 5. 7.,"1,152"
17. 5. 8.,"1,643"
17. 5. 9.,"1,381"
17. 5. 10.,"1,985"
17. 5. 11.,"1,992"
17. 5. 12.,"1,581"
17. 5. 13.,"1,095"
17. 5. 14.,"1,269"
17. 5. 15.,"2,000"
17. 5. 16.,"2,109"
17. 5. 17.,"1,987"
17. 5. 18.,"1,819"
17. 5. 19.,"1,403"
17. 5. 20.,"1,038"
17. 5. 21.,"1,282"
17. 5. 22.,"2,012"
17. 5. 23.,"2,122"
17. 5. 24.,"2,027"
17. 5. 25.,"1,913"
17. 5. 26.,"1,515"
17. 5. 27.,"1,231"
17. 5. 28.,"1,461"
17. 5. 29.,"2,315"
17. 5. 30.,"2,320"
17. 5. 31.,"2,294"
17. 6. 1.,"2,118"
17. 6. 2.,"1,883"
17. 6. 3.,"1,433"
17. 6. 4.,"1,637"
17. 6. 5.,"2,158"
17. 6. 6.,"1,860"
17. 6. 7.,"2,477"
17. 6. 8.,"2,172"
17. 6. 9.,"1,958"
17. 6. 10.,"1,427"
17. 6. 11.,"1,558"
17. 6. 12.,"2,164"
17. 6. 13.,"2,183"
17. 6. 14.,"2,051"
17. 6. 15.,"1,975"
17. 6. 16.,"1,734"
